matthias hennig,anders lansner,Probabilistic computation underlying sequence learning in a spiking attractor memory network,2013
matthias hennig,anita karcz,Low-voltage activated Kv1.1 subunits are crucial for the processing of sound source location in the lateral superior olive in mice,2011
matthias hennig,vittorio murino,"Unsupervised spike sorting for large scale, high density multielectrode arrays",2017
matthias hennig,osvaldo uchitel,"Acoustic trauma slows AMPAR-mediated EPSCs in the auditory brainstem, reducing GluA4 subunit expression as a mechanism to rescue binaural function",2016
matthias hennig,gerrit hilgen,Pan-retinal characterisation of Light Responses from Ganglion Cells in the Developing Mouse Retina,2017
matthias hennig,graeme phillipson,Algorithms for automatic neuron tracing in noisy 3D image stacks,2010
matthias hennig,diego sona,"Unsupervised spike sorting for large scale, high density multielectrode arrays",2017
matthias hennig,matthew down,"Analysis of simultaneous multielectrode recordings with 4,096 channels: changing dynamics of spontaneous activity in the developing retina",2011
matthias hennig,david willshaw,Early-Stage Waves in the Retinal Network Emerge Close to a Critical State Transition between Local and Global Functional Connectivity,2009
matthias hennig,bruno cessac,Pan-retinal characterisation of Light Responses from Ganglion Cells in the Developing Mouse Retina,2017
matthias hennig,matthew graham,Acceleration of AMPA receptor kinetics underlies temperature-dependent changes in synaptic strength at the rat calyx of Held,2007
matthias hennig,simona ullo,"Unsupervised spike sorting for large scale, high density multielectrode arrays",2017
matthias hennig,cesar ramirez,"Unsupervised spike sorting for large scale, high density multielectrode arrays",2017
matthias hennig,deborah linley,"Acoustic trauma slows AMPAR-mediated EPSCs in the auditory brainstem, reducing GluA4 subunit expression as a mechanism to rescue binaural function",2016
matthias hennig,florentin worgotter,Effects of fixational eye movements on retinal ganglion cell responses: a modelling study,2007
matthias hennig,j steinert,Acceleration of AMPA receptor kinetics underlies temperature-dependent changes in synaptic strength at the rat calyx of Held,2007
matthias hennig,klaus funke,The Influence of Different Retinal Subcircuits on the Nonlinearity of Ganglion Cell Behavior,2002
matthias hennig,daniela pamplona,Pan-retinal characterisation of Light Responses from Ganglion Cells in the Developing Mouse Retina,2017
matthias hennig,seymour knowles-barley,Algorithms for automatic neuron tracing in noisy 3D image stacks,2010
matthias hennig,ian forsythe,"Acoustic trauma slows AMPAR-mediated EPSCs in the auditory brainstem, reducing GluA4 subunit expression as a mechanism to rescue binaural function",2016
matthias hennig,adrianna teriakidis,Algorithms for automatic neuron tracing in noisy 3D image stacks,2010
matthias hennig,james withers,Algorithms for automatic neuron tracing in noisy 3D image stacks,2010
matthias hennig,pierre kornprobst,Pan-retinal characterisation of Light Responses from Ganglion Cells in the Developing Mouse Retina,2017
matthias hennig,florentin woergoetter,Stochastic resonance in visual cortical neurons: does the eye-tremor actually improve visual acuity?,2002
matthias hennig,thomas larkworthy,Algorithms for automatic neuron tracing in noisy 3D image stacks,2010
matthias hennig,hayder amin,Estimating the fraction of falsely detected spikes in high density microelectrode array recordings based on correlations,2013
matthias hennig,rudolf rubsamen,Low-voltage activated Kv1.1 subunits are crucial for the processing of sound source location in the lateral superior olive in mice,2011
matthias hennig,david sterratt,Algorithms for automatic neuron tracing in noisy 3D image stacks,2010
matthias hennig,albert encinas,"Unsupervised spike sorting for large scale, high density multielectrode arrays",2017
matthias hennig,jeanette kotaleski,A Diffusive Homeostatic Signal Maintains Neural Heterogeneity and Responsiveness in Cortical Networks,2015
matthias hennig,michael hull,Algorithms for automatic neuron tracing in noisy 3D image stacks,2010
matthias hennig,francesca zanacchi,"Unsupervised spike sorting for large scale, high density multielectrode arrays",2017
matthias hennig,philip tully,Probabilistic computation underlying sequence learning in a spiking attractor memory network,2013
matthias hennig,mark rossum,Sloppiness in spontaneously active neuronal networks,2015
matthias hennig,alyssa jones,Following The Assembly Of Functional Circuitry: High Resolution Large-Scale Population Neuronal Dynamics In The Neonatal Mouse Retina In Health And Disease,2012
matthias hennig,ibolya kepiro,"Unsupervised spike sorting for large scale, high density multielectrode arrays",2017
matthias hennig,christophe michel,Nitric oxide activity-dependent regulator compensates synaptic depression and enhances metabolic efficiency in the auditory brainstem,2014
matthias hennig,carol robbins,Low-voltage activated Kv1.1 subunits are crucial for the processing of sound source location in the lateral superior olive in mice,2011
matthias hennig,mauro gandolfo,"Changing dynamics of spontaneous waves during retinal development: a novel panretinal perspective achieved with the Active Pixel Sensor (APS) 4,096 electrodes array",2010
matthias hennig,john grady,Age-dependent Homeostatic Plasticity of GABAergic Signaling in Developing Retinal Networks,2011
matthias hennig,susan robinson,The Sound of Silence: ionic mechanisms encoding sound termination,2011
matthias hennig,haresh selvaskandan,"Acoustic trauma slows AMPAR-mediated EPSCs in the auditory brainstem, reducing GluA4 subunit expression as a mechanism to rescue binaural function",2016
matthias hennig,martino sindaci,"Unsupervised spike sorting for large scale, high density multielectrode arrays",2017
matthias hennig,cornelia kopp-scheinpflug,"Acoustic trauma slows AMPAR-mediated EPSCs in the auditory brainstem, reducing GluA4 subunit expression as a mechanism to rescue binaural function",2016
matthias hennig,bruce tempel,Low-voltage activated Kv1.1 subunits are crucial for the processing of sound source location in the lateral superior olive in mice,2011
matthias hennig,mark adams,Early-Stage Waves in the Retinal Network Emerge Close to a Critical State Transition between Local and Global Functional Connectivity,2009
matthias hennig,luca berdondini,"Changing dynamics of spontaneous waves during retinal development: a novel panretinal perspective achieved with the Active Pixel Sensor (APS) 4,096 electrodes array",2010
matthias hennig,nadia pilati,"Acoustic trauma slows AMPAR-mediated EPSCs in the auditory brainstem, reducing GluA4 subunit expression as a mechanism to rescue binaural function",2016
matthias hennig,yann sweeney,Modelling homeostatic control of high-frequency post-synaptic transmission and its effect on metabolic efficiency in the auditory brainstem,2013
matthias hennig,stephen eglen,"Changing dynamics of spontaneous waves during retinal development: a novel panretinal perspective achieved with the Active Pixel Sensor (APS) 4,096 electrodes array",2010
matthias hennig,dagmara panas,Beyond correlations in MEA recordings - how far can we go?,2011
matthias hennig,jeanette hellgren-kotaleski,Modelling homeostatic control of high-frequency post-synaptic transmission and its effect on metabolic efficiency in the auditory brainstem,2013
matthias hennig,evelyne sernagor,"Changing dynamics of spontaneous waves during retinal development: a novel panretinal perspective achieved with the Active Pixel Sensor (APS) 4,096 electrodes array",2010
matthias hennig,henrik linden,Probabilistic computation underlying sequence learning in a spiking attractor memory network,2013
matthias hennig,james coppenhagen,Age-dependent Homeostatic Plasticity of GABAergic Signaling in Developing Retinal Networks,2011
matthias hennig,oliver muthmann,Sloppiness in spontaneously active neuronal networks,2015
matthias hennig,upinder bhalla,Estimating the fraction of falsely detected spikes in high density microelectrode array recordings based on correlations,2013
matthias hennig,alessandro maccione,"Changing dynamics of spontaneous waves during retinal development: a novel panretinal perspective achieved with the Active Pixel Sensor (APS) 4,096 electrodes array",2010
matthias hennig,michael postlethwaite,Acceleration of AMPA receptor kinetics underlies temperature-dependent changes in synaptic strength at the rat calyx of Held,2007
matthias hennig,nicolas kerscher,Stochastic resonance in visual cortical neurons: does the eye-tremor actually improve visual acuity?,2002
matthias hennig,sahar pirmoradian,Pan-retinal characterisation of Light Responses from Ganglion Cells in the Developing Mouse Retina,2017
f. atta,stratis viglas,SAND Join  A skew handling join algorithm for Google's MapReduce framework,2011
f. atta,s. niazi,SAND Join  A skew handling join algorithm for Google's MapReduce framework,2011
jianwu xu,hemant tagare,A test of independence based on a generalized correlation function,2011
jianwu xu,weifeng liu,Correntropy for random variables: Properties and applications in statistical inference,2010
jianwu xu,murali rao,A test of independence based on a generalized correlation function,2011
jianwu xu,yunmei chen,A test of independence based on a generalized correlation function,2011
jianwu xu,puskal pokharel,Correntropy for random variables: Properties and applications in statistical inference,2010
jianwu xu,jose principe,A test of independence based on a generalized correlation function,2011
jianwu xu,sohan seth,Correntropy for random variables: Properties and applications in statistical inference,2010
mario kolberg,maria wolters,A Scalable Home Care System Infrastructure Supporting Domiciliary Care,2007
mario kolberg,kenneth turner,A Scalable Home Care System Infrastructure Supporting Domiciliary Care,2007
mario kolberg,neil mayo,A Scalable Home Care System Infrastructure Supporting Domiciliary Care,2007
mario kolberg,nick hine,A Scalable Home Care System Infrastructure Supporting Domiciliary Care,2007
mario kolberg,philip gray,A Scalable Home Care System Infrastructure Supporting Domiciliary Care,2007
mario kolberg,nubia gil,A Scalable Home Care System Infrastructure Supporting Domiciliary Care,2007
mario kolberg,feng wang,A Scalable Home Care System Infrastructure Supporting Domiciliary Care,2007
mario kolberg,tony mcbryan,A Scalable Home Care System Infrastructure Supporting Domiciliary Care,2007
mario kolberg,chris martin,A Scalable Home Care System Infrastructure Supporting Domiciliary Care,2007
clementine delan-forino,grzegorz kudla,"Strand-specific, high-resolution mapping of modified RNA polymerase II",2016
clementine delan-forino,laura milligan,"Strand-specific, high-resolution mapping of modified RNA polymerase II",2016
clementine delan-forino,alex tuck,"Strand-specific, high-resolution mapping of modified RNA polymerase II",2016
clementine delan-forino,david tollervey,"Strand-specific, high-resolution mapping of modified RNA polymerase II",2016
clementine delan-forino,rodrigo lombrana,"Strand-specific, high-resolution mapping of modified RNA polymerase II",2016
clementine delan-forino,elisabeth petfalski,"Strand-specific, high-resolution mapping of modified RNA polymerase II",2016
clementine delan-forino,van huynh-thu,"Strand-specific, high-resolution mapping of modified RNA polymerase II",2016
clementine delan-forino,guido sanguinetti,"Strand-specific, high-resolution mapping of modified RNA polymerase II",2016
maurizio marchese,fausto giunchiglia,OpenKnowledge Deliverable 6.5: Emergency response in an open information systems environment,2006
maurizio marchese,m. yatskevich,Open Knowledge: Coordinating Knowledge Sharing Through Peer--to--Peer Interaction,2008
maurizio marchese,chris walton,Open Knowledge: Coordinating Knowledge Sharing Through Peer--to--Peer Interaction,2008
maurizio marchese,austin tate,OpenKnowledge Deliverable 6.5: Emergency response in an open information systems environment,2006
maurizio marchese,m sabou,Open Knowledge: Coordinating Knowledge Sharing Through Peer--to--Peer Interaction,2008
maurizio marchese,n. shadbolt,Open Knowledge: Coordinating Knowledge Sharing Through Peer--to--Peer Interaction,2008
maurizio marchese,a. loizou,Open Knowledge: Coordinating Knowledge Sharing Through Peer--to--Peer Interaction,2008
maurizio marchese,fiona mcneill,OpenKnowledge Deliverable 6.5: Emergency response in an open information systems environment,2006
maurizio marchese,s. dasmahapatra,Open Knowledge: Coordinating Knowledge Sharing Through Peer--to--Peer Interaction,2008
maurizio marchese,mike lewis,Open Knowledge: Coordinating Knowledge Sharing Through Peer--to--Peer Interaction,2008
maurizio marchese,david dupplaw,Open Knowledge: Coordinating Knowledge Sharing Through Peer--to--Peer Interaction,2008
maurizio marchese,ronny siebes,Open Knowledge: Coordinating Knowledge Sharing Through Peer--to--Peer Interaction,2008
maurizio marchese,carles sierra,Open Knowledge: Coordinating Knowledge Sharing Through Peer--to--Peer Interaction,2008
maurizio marchese,marco schorlemmer,Open Knowledge: Coordinating Knowledge Sharing Through Peer--to--Peer Interaction,2008
maurizio marchese,grant robertson,Open Knowledge: Coordinating Knowledge Sharing Through Peer--to--Peer Interaction,2008
maurizio marchese,spyros kotoulas,Open Knowledge: Coordinating Knowledge Sharing Through Peer--to--Peer Interaction,2008
maurizio marchese,martin harmelen,Open Knowledge: Coordinating Knowledge Sharing Through Peer--to--Peer Interaction,2008
maurizio marchese,stephen potter,OpenKnowledge Deliverable 6.5: Emergency response in an open information systems environment,2006
maurizio marchese,adrian pinninck,Open Knowledge: Coordinating Knowledge Sharing Through Peer--to--Peer Interaction,2008
maurizio marchese,lorenzo vaccari,OpenKnowledge Deliverable 6.5: Emergency response in an open information systems environment,2006
th. nieuwenhuizen,m. schreiber,Density of states of disordered systems,1994
th. nieuwenhuizen,r. vlaming,Optical conductance fluctuations: Diagrammatic analysis in the Landauer approach and nonuniversal effects,1995
th. nieuwenhuizen,e. hofstetter,Density of states of disordered systems,1994
th. nieuwenhuizen,johannes boer,Probability Distribution of Multiple Scattered Light Measured in Total Transmission,1994
th. nieuwenhuizen,mark rossum,Optical conductance fluctuations: Diagrammatic analysis in the Landauer approach and nonuniversal effects,1995
th. nieuwenhuizen,igor lerner,Deviations from the Gaussian distribution of mesoscopic conductance fluctuations,1997
th. nieuwenhuizen,ad lagendijk,Probability Distribution of Multiple Scattered Light Measured in Total Transmission,1994
th. nieuwenhuizen,boris altshuler,Deviations from the Gaussian distribution of mesoscopic conductance fluctuations,1997
th. nieuwenhuizen,meint albada,Probability Distribution of Multiple Scattered Light Measured in Total Transmission,1994
frank wood,naomi feldman,"A Joint Learning Model of Word Segmentation, Lexical Acquisition, and Phonetic Variability",2013
frank wood,hongseok yang,"Semantics for probabilistic programming: higher-order functions, continuous distributions, and soft constraints",2016
frank wood,sharon goldwater,"A Joint Learning Model of Word Segmentation, Lexical Acquisition, and Phonetic Variability",2013
frank wood,micha elsner,"A Joint Learning Model of Word Segmentation, Lexical Acquisition, and Phonetic Variability",2013
frank wood,alan black,A Non-Parametric Bayesian Approach to Spike Sorting,2006
frank wood,christiaan heunen,"Semantics for probabilistic programming: higher-order functions, continuous distributions, and soft constraints",2016
frank wood,ohad kammar,"Semantics for probabilistic programming: higher-order functions, continuous distributions, and soft constraints",2016
frank wood,sam staton,"Semantics for probabilistic programming: higher-order functions, continuous distributions, and soft constraints",2016
john wilson-kanamori,vincent danos,Cooperative Assembly Systems,2011
john wilson-kanamori,ricardo honorato-zimmer,Kappa Rule-Based Modeling in Synthetic Biology,2014
john wilson-kanamori,ty thomson,Kappa Rule-Based Modeling in Synthetic Biology,2014
john wilson-kanamori,heinz koeppl,Cooperative Assembly Systems,2011
thomas hain,phil woodland,Automatic Transcription of Multi-genre Media Archives,2013
thomas hain,pierre wellner,The AMI Meeting Corpus: A Pre-announcement,2006
thomas hain,jaroslav kadlec,The AMI Meeting Corpus: A Pre-announcement,2006
thomas hain,melissa kronenthal,The AMI Meeting Corpus: A Pre-announcement,2006
thomas hain,mirjam wester,The MGB Challenge: Evaluating Multi-Genre Broadcast Media Recognition,2015
thomas hain,simone ashby,The AMI Meeting Corpus: A Pre-announcement,2006
thomas hain,wilfried post,The AMI Meeting Corpus: A Pre-announcement,2006
thomas hain,mike lincoln,The AMI Meeting Corpus: A Pre-announcement,2006
thomas hain,mjf gales,The MGB Challenge: Evaluating Multi-Genre Broadcast Media Recognition,2015
thomas hain,guillaume lathoud,The AMI Meeting Corpus: A Pre-announcement,2006
thomas hain,edward green,Combining in-domain and out-of-domain speech data for automatic recognition of disordered speech,2013
thomas hain,h. christensen,Combining in-domain and out-of-domain speech data for automatic recognition of disordered speech,2013
thomas hain,agnes lisowska,The AMI Meeting Corpus: A Pre-announcement,2006
thomas hain,oscar saz,The MGB Challenge: Evaluating Multi-Genre Broadcast Media Recognition,2015
thomas hain,vasilis karaiskos,The AMI Meeting Corpus: A Pre-announcement,2006
thomas hain,wessel kraaij,The AMI Meeting Corpus: A Pre-announcement,2006
thomas hain,thomas hain,The MGB Challenge: Evaluating Multi-Genre Broadcast Media Recognition,2015
thomas hain,dennis reidsma,The AMI Meeting Corpus: A Pre-announcement,2006
thomas hain,jennifer quinnell,Automatic Transcription of Multi-genre Media Archives,2013
thomas hain,mike flynn,The AMI Meeting Corpus: A Pre-announcement,2006
thomas hain,iain mccowan,The AMI Meeting Corpus: A Pre-announcement,2006
thomas hain,pierre lanchantin,The MGB Challenge: Evaluating Multi-Genre Broadcast Media Recognition,2015
thomas hain,pawel swietojanski,Combining in-domain and out-of-domain speech data for automatic recognition of disordered speech,2013
thomas hain,simon king,Combining in-domain and out-of-domain speech data for automatic recognition of disordered speech,2013
thomas hain,xunying liu,The MGB Challenge: Evaluating Multi-Genre Broadcast Media Recognition,2015
thomas hain,mark gales,Automatic Transcription of Multi-genre Media Archives,2013
thomas hain,m. aniol,Combining in-domain and out-of-domain speech data for automatic recognition of disordered speech,2013
thomas hain,jonathan kilgour,The MGB Challenge: Evaluating Multi-Genre Broadcast Media Recognition,2015
thomas hain,peter bell,Combining in-domain and out-of-domain speech data for automatic recognition of disordered speech,2013
thomas hain,mael guillemot,The AMI Meeting Corpus: A Pre-announcement,2006
thomas hain,matt seigel,Automatic Transcription of Multi-genre Media Archives,2013
thomas hain,steve renals,The MGB Challenge: Evaluating Multi-Genre Broadcast Media Recognition,2015
thomas hain,sebastien bourban,The AMI Meeting Corpus: A Pre-announcement,2006
thomas hain,pc woodland,The MGB Challenge: Evaluating Multi-Genre Broadcast Media Recognition,2015
thomas hain,yanhua long,Automatic Transcription of Multi-genre Media Archives,2013
thomas hain,andrew mcparland,The MGB Challenge: Evaluating Multi-Genre Broadcast Media Recognition,2015
thomas hain,jean carletta,The AMI Meeting Corpus: A Pre-announcement,2006
jaroslav fowkes,maria lapata,TASSAL: Autofolding for Source Code Summarization,2016
jaroslav fowkes,pankajan chanthirasegaran,TASSAL: Autofolding for Source Code Summarization,2016
jaroslav fowkes,jaroslav fowkes,TASSAL: Autofolding for Source Code Summarization,2016
jaroslav fowkes,razvan ranca,TASSAL: Autofolding for Source Code Summarization,2016
jaroslav fowkes,mirella lapata,Autofolding for Source Code Summarization,2014
jaroslav fowkes,miltiadis allamanis,TASSAL: Autofolding for Source Code Summarization,2016
jaroslav fowkes,charles sutton,TASSAL: Autofolding for Source Code Summarization,2016
silke thomas,xiaoyi jiang,"FIM, a Novel FTIR-Based Imaging Method for High Throughput Locomotion Analysis",2013
silke thomas,benjamin risse,"FIM, a Novel FTIR-Based Imaging Method for High Throughput Locomotion Analysis",2013
silke thomas,tim lopmeier,"FIM, a Novel FTIR-Based Imaging Method for High Throughput Locomotion Analysis",2013
silke thomas,christian klambt,"FIM, a Novel FTIR-Based Imaging Method for High Throughput Locomotion Analysis",2013
silke thomas,dimitar valkov,"FIM, a Novel FTIR-Based Imaging Method for High Throughput Locomotion Analysis",2013
silke thomas,nils otto,"FIM, a Novel FTIR-Based Imaging Method for High Throughput Locomotion Analysis",2013
toby schneider,kuan-ting yu,An architecture for online affordance-based perception and whole-body planning,2015
toby schneider,matthew antone,An architecture for online affordance-based perception and whole-body planning,2015
toby schneider,maurice fallon,An architecture for online affordance-based perception and whole-body planning,2015
toby schneider,dehann fourie,An architecture for online affordance-based perception and whole-body planning,2015
toby schneider,scott kuindersma,An architecture for online affordance-based perception and whole-body planning,2015
toby schneider,pat marion,An architecture for online affordance-based perception and whole-body planning,2015
toby schneider,twan koolen,An architecture for online affordance-based perception and whole-body planning,2015
toby schneider,andres valenzuela,An architecture for online affordance-based perception and whole-body planning,2015
toby schneider,hongkai dai,An architecture for online affordance-based perception and whole-body planning,2015
toby schneider,russ tedrake,An architecture for online affordance-based perception and whole-body planning,2015
toby schneider,claudia d'arpino,An architecture for online affordance-based perception and whole-body planning,2015
toby schneider,karl iagnemma,An architecture for online affordance-based perception and whole-body planning,2015
toby schneider,julie shah,An architecture for online affordance-based perception and whole-body planning,2015
toby schneider,robin deits,An architecture for online affordance-based perception and whole-body planning,2015
toby schneider,seth teller,An architecture for online affordance-based perception and whole-body planning,2015
toby schneider,matt dicicco,An architecture for online affordance-based perception and whole-body planning,2015
toby schneider,sisir kurumanchi,An architecture for online affordance-based perception and whole-body planning,2015
toby schneider,michael posa,An architecture for online affordance-based perception and whole-body planning,2015
maria llano,joanna misztal,Computational Poetry Workshop: Making Sense of Work in Progress,2015
maria llano,rose hepworth,What If A Fish Got Drunk? Exploring the Plausibility of Machine-Generated Fictions,2016
maria llano,joseph corneli,The FloWr Online Plat-form: Automated Programming and Computational Creativity as a Service,2016
maria llano,ramin ramezani,Applying Lakatos-style reasoning to AI domains,2010
maria llano,christian guckelsberger,What If A Fish Got Drunk? Exploring the Plausibility of Machine-Generated Fictions,2016
maria llano,markus guhe,Applying Lakatos-style reasoning to AI domains,2010
maria llano,john charnley,The FloWr Online Plat-form: Automated Programming and Computational Creativity as a Service,2016
maria llano,rosie shepperd,Computational Poetry Workshop: Making Sense of Work in Progress,2015
maria llano,simon colton,Applying Lakatos-style reasoning to AI domains,2010
maria llano,alan smaill,Applying Lakatos-style reasoning to AI domains,2010
maria llano,gudmund grov,Applying Lakatos-style reasoning to AI domains,2010
maria llano,jeremy gow,What If A Fish Got Drunk? Exploring the Plausibility of Machine-Generated Fictions,2016
maria llano,andrew ireland,Applying Lakatos-style reasoning to AI domains,2010
maria llano,alison pease,Applying Lakatos-style reasoning to AI domains,2010
maria llano,anna jordanous,Computational Poetry Workshop: Making Sense of Work in Progress,2015
m.-o gewaltig,nigel goddard,NeuroML for plug and play neuronal modeling,2002
m.-o gewaltig,david beeman,NeuroML for plug and play neuronal modeling,2002
m.-o gewaltig,fred howell,NeuroML for plug and play neuronal modeling,2002
m.-o gewaltig,greg hood,NeuroML for plug and play neuronal modeling,2002
m.-o gewaltig,h cornelis,NeuroML for plug and play neuronal modeling,2002
m.-o gewaltig,harihar shankar,NeuroML for plug and play neuronal modeling,2002
m.-o gewaltig,michael hucka,NeuroML for plug and play neuronal modeling,2002
m.-o gewaltig,e.de schutter,NeuroML for plug and play neuronal modeling,2002
m.-o gewaltig,robert cannon,NeuroML for plug and play neuronal modeling,2002
m.-o gewaltig,p rogister,NeuroML for plug and play neuronal modeling,2002
stephen pavis,fausto giunchiglia,Healthcare Data Safe Havens: Towards a Logical Architecture and Experiment Automation,2016
stephen pavis,petros papapanagiotou,Healthcare Data Safe Havens: Towards a Logical Architecture and Experiment Automation,2016
stephen pavis,malcolm atkinson,Healthcare Data Safe Havens: Towards a Logical Architecture and Experiment Automation,2016
stephen pavis,stephen pavis,Healthcare Data Safe Havens: Towards a Logical Architecture and Experiment Automation,2016
stephen pavis,ettore turra,Healthcare Data Safe Havens: Towards a Logical Architecture and Experiment Automation,2016
stephen pavis,andrew morris,Healthcare Data Safe Havens: Towards a Logical Architecture and Experiment Automation,2016
stephen pavis,mark parsons,Healthcare Data Safe Havens: Towards a Logical Architecture and Experiment Automation,2016
stephen pavis,gordon mcallister,Healthcare Data Safe Havens: Towards a Logical Architecture and Experiment Automation,2016
stephen pavis,areti manataki,Healthcare Data Safe Havens: Towards a Logical Architecture and Experiment Automation,2016
stephen pavis,gabor bella,Healthcare Data Safe Havens: Towards a Logical Architecture and Experiment Automation,2016
stephen pavis,elizabeth elliot,Healthcare Data Safe Havens: Towards a Logical Architecture and Experiment Automation,2016
stephen pavis,dave robertson,Healthcare Data Safe Havens: Towards a Logical Architecture and Experiment Automation,2016
yuri levin,marcus frean,Dissecting Magnetar Variability with Bayesian Hierarchical Models,2015
yuri levin,david hogg,Dissecting Magnetar Variability with Bayesian Hierarchical Models,2015
yuri levin,chryssa kouveliotou,Dissecting Magnetar Variability with Bayesian Hierarchical Models,2015
yuri levin,daniela huppenkothen,Dissecting Magnetar Variability with Bayesian Hierarchical Models,2015
yuri levin,iain murray,Dissecting Magnetar Variability with Bayesian Hierarchical Models,2015
yuri levin,alexander horst,Dissecting Magnetar Variability with Bayesian Hierarchical Models,2015
yuri levin,anna watts,Dissecting Magnetar Variability with Bayesian Hierarchical Models,2015
yuri levin,brendon brewer,Dissecting Magnetar Variability with Bayesian Hierarchical Models,2015
yuri levin,chris elenbaas,Dissecting Magnetar Variability with Bayesian Hierarchical Models,2015
oscar corcho,paul martin,Data-intensive architecture for scientific knowledge discovery,2012
oscar corcho,malcolm atkinson,Data-intensive architecture for scientific knowledge discovery,2012
oscar corcho,alex wohrer,Advanced Data Mining and Integration Research for Europe,2009
oscar corcho,amy krause,Validation and mismatch repair of workflows through typed data streams,2011
oscar corcho,branwen snelling,Platforms for Data-Intensive Analysis,2013
oscar corcho,jano hemert,Advanced Data Mining and Integration Research for Europe,2009
oscar corcho,adrian mouat,Data-intensive architecture for scientific knowledge discovery,2012
oscar corcho,peter brezany,Advanced Data Mining and Integration Research for Europe,2009
oscar corcho,amrey krause,Data-intensive architecture for scientific knowledge discovery,2012
oscar corcho,mark parsons,Platforms for Data-Intensive Analysis,2013
oscar corcho,ally hume,Advanced Data Mining and Integration Research for Europe,2009
oscar corcho,michelle galea,Data-intensive architecture for scientific knowledge discovery,2012
oscar corcho,liangxiu han,Advanced Data Mining and Integration Research for Europe,2009
oscar corcho,robert baxter,Platforms for Data-Intensive Analysis,2013
oscar corcho,gagarine yaikhom,Validation and mismatch repair of workflows through typed data streams,2011
oscar corcho,david snelling,Data-intensive architecture for scientific knowledge discovery,2012
oscar corcho,ladislav hluchy,Advanced Data Mining and Integration Research for Europe,2009
oscar corcho,chee liew,Data-intensive architecture for scientific knowledge discovery,2012
oscar corcho,ivan janciak,Advanced Data Mining and Integration Research for Europe,2009
batsal devkota,tiejun ma,Examinations of tRNA Range of Motion Using Simulations of Cryo-EM Microscopy and X-Ray Data,2011
batsal devkota,ov demin,Examinations of tRNA Range of Motion Using Simulations of Cryo-EM Microscopy and X-Ray Data,2011
batsal devkota,ta karelina,Examinations of tRNA Range of Motion Using Simulations of Cryo-EM Microscopy and X-Ray Data,2011
batsal devkota,rm dunki,Examinations of tRNA Range of Motion Using Simulations of Cryo-EM Microscopy and X-Ray Data,2011
batsal devkota,igor goryanin,Examinations of tRNA Range of Motion Using Simulations of Cryo-EM Microscopy and X-Ray Data,2011
batsal devkota,m dressel,Examinations of tRNA Range of Motion Using Simulations of Cryo-EM Microscopy and X-Ray Data,2011
batsal devkota,thomas caulfield,Examinations of tRNA Range of Motion Using Simulations of Cryo-EM Microscopy and X-Ray Data,2011
batsal devkota,geoffrey rollins,Examinations of tRNA Range of Motion Using Simulations of Cryo-EM Microscopy and X-Ray Data,2011
batsal devkota,charles babbs,Examinations of tRNA Range of Motion Using Simulations of Cryo-EM Microscopy and X-Ray Data,2011
myrosia dzikovska,elaine farrow,Improving interpretation robustness in a tutorial dialogue system,2013
myrosia dzikovska,charles callaway,The Beetle and BeeDiff Tutoring Systems,2007
